ID,Original Title,Broadcast first title,Broadcast second title,Category ,Format,Type,Genre,Season n°,Episodes n°,Part n°,program duration,short synopsis,long synopsis,Casting,Tags,Year,Rights owner,Production Country,Language (original),Subtitles,Subtitles files,Norm,Image format,Preview,English Script,Additional Script,Notes/Other,,,,,,,,,,,,
WLC000077,On The Wine Road,On The Wine Road,Italia,ACQUISITIONS,MAGAZINE,TV SERIES,VINES & VINEYARDS,1,6,,1:00:00,"Making a good wine is no longer the prerogative of France. On “The Wine Road” we discover the most beautiful wine roads and the most prestigious or unusually situated vineyards of the planet. In each episode, either François or Luna visit three to four properties in a different country each time. In this episode, Luna takes us to Tuscany in Italy.  ","Making a good wine is no longer the prerogative of France. On “The Wine Road” we discover the most beautiful wine roads and the most prestigious or unusually situated vineyards of the planet. In each episode, either François or Luna visit three to four properties in a different country each time.  In this episode, Luna takes us to Tuscany in Italy. The region is considered a true “wine civilisation” thanks to its environment favourable to winemaking. Luna begins her journey by visiting Florence’s market.  Then, she sets out for Sienna where she stops in on a Chianti domain.  She then ends her trip in Pisa where she visits the famous leaning tower of Pisa. ",,"Wine, France, Road, Prestigious, Vineyards, Tuscany, Italia, Chianti, Classic Chianti, Florence, Brunello, Il Bolgheri, Porcellino, Piazza Signoria, Mingoni, Milan Galery, Frattaglie, Sassicaia, Brunello Di Montalcino, Montalcino, Tuscany Wines, Italian Culture, Ricardo Marrasco, Piazza Del Duomo, Cathedral Santa Maria Del Fiore, Duomo, Ponte Vecchio, Tenuta Guicciardini Strozzi,  Cusona, San Gimignana, Natalia Strozzi, Verniace Di San Gimignaniqui, White Wine, Dante, Michelange, Boccaccio, Sodole, Millanni, Vinosanto, Caratelli, Mona Lisa, Lisa Gherardini, GIocondo, Gelateria di Piazza, Serge Dondoli, Vernaccia, Saint Gimignano, Medieval Italian Town, Siena, The Osterio le Logea, Piazza del Campo, The Estruscan Catacombs, Pigeon, Brunello, Nico Artrigna, Risotto, Osteria, Gianpaolo, Badia, Coltibuono, BadiaColtibuono, Trebbiano, Occhio Di Pernice, San Giovese, Region of Maremme, Grosseto, Land Of The Butteri, Castiglione Della Pescaia, Le Mortelle, The Antinori, Poggio Alenale, Liyourne, Tenuta San Guido, The Sassicaia, Marquis Nicola Incisa Della Rocchetta, Bordeaux, Cabernet Franc, Cabernet Sauvignon, Pisa, ",2015,THE PRODUCTIONS,France,English,,,,,,,,,,,,,,,,,,,,
WLC000078,On The Wine Road,On The Wine Road,India,ACQUISITIONS,MAGAZINE,TV SERIES,VINES & VINEYARDS,1,7,,1:00:00,"Making a good wine is no longer the prerogative of France. On “The Wine Road” we discover the most beautiful wine roads and the most prestigious or unusually situated vineyards of the planet. In each episode, either François or Luna visit three to four properties in a different country each time. In this episode, Luna sets out for India, an odd destination in the context of a wine road. ","Making a good wine is no longer the prerogative of France. On “The Wine Road” we discover the most beautiful wine roads and the most prestigious or unusually situated vineyards of the planet. In each episode, either François or Luna visit three to four properties in a different country each time. In this episode, Luna sets out for India, an odd destination in the context of a wine road. And yet, India and wine have a common story. In couple of archaeological digs, it was discovered that wine had been made in India 4,000 years ago. Today, the wine industry has seen a rebirth in India. India counts more than 25 million consumers. Wine is a very fashionable commodity within the Indian upper class. Bollywood does not hesitate to promote wine as symbol of social affiliation. Luna meets up with Magandeep Singh, a renowned sommelier, who helps her learn more about Indian wines.  ",,"Wine, France, Road, Prestigious, Vineyards, India, State of Maharashtra, Bombay, Samrat Mukherjee, Streetfood, Royal Enfield, Rooftop, The Aer Bar, Magandeep Singh, Indian Sommeliers, Nashik, Chenin Blanc, Sauvignon Blanc, Whisky, Beer, Wine Bar, Social Climbers, Chaitapiti Shivaij, Nasik, The Estate of Sula, Ajoy Shaw, Dindori, Rasa, Cabernet Sauvignon, Hindi Festivities Of Navrati, Shakti, Ramkund, Maharashtra Hinduism, Indira Gandhi, Nasik Region, Soyna Puri, Raw Sola,  Champenoise Method, Zinfandel, Shiraz, Chenin Blanc, Cabernet SHiraz, Baramati, The Four Seasons Estate, Abhay Kewardkar, Chateau, Viogner, Punay, Market of Poolay, Mandeye, Fratelli Estate, Aklui, Alessio Setchee, Delhi, Hilly Vineyard, Sauvignon Blanc, Chenin Blanc, Chardonnay, Piero Mussee, San Giovese, Geeta Godbolay, Bollywood, Cloba Quarter, Chef Benji Rayu, Operoi, Indian Gastronomy, Messahla, The Beach of CHowpatti, Bangalore, State of Karnataka, Hills Of Nandi, The Grover Estate, Karishna Grover, Grove, Pongal, ",2015,THE PRODUCTIONS,France,English,,,,,,,,,,,,,,,,,,,,
WLC000079,On The Wine Road,On The Wine Road,Thailand,ACQUISITIONS,MAGAZINE,TV SERIES,VINES & VINEYARDS,1,8,,1:00:00,"Making a good wine is no longer the prerogative of France. On “The Wine Road” we discover the most beautiful wine roads and the most prestigious or unusually situated vineyards of the planet. In each episode, either François or Luna visit three to four properties in a different country each time. In this episode, Luna visits Thailand which is also an unusual destination to discover wines. ","Making a good wine is no longer the prerogative of France. On “The Wine Road” we discover the most beautiful wine roads and the most prestigious or unusually situated vineyards of the planet. In each episode, either François or Luna visit three to four properties in a different country each time. Thai wines appeared 30 years ago. Winemaking was considered an expensive and exclusive occupation only accessible to the rich & famous. But little by little, wine became more popular in Thailand. Luna starts her journey in Bangkok with her guide Parani Chitrakorn, a Thai oenologist. She will then set out for the south of Bangkok in Chao Phraya delta where grape is harvested with elephants. Then she goes back up to the north where she discovers Chang Raï domain. ",,"Wine, France, Road, Prestigious, Vineyards, Thailand, Flower Market, Bangkok, Thai Culture, Parani Chitrakorn, Rooftop, Moon Bar, Spy Cooler, Beer, Whisky, Syrah, Chenin Blanc, International Wine Challenge, Autrichia, Hong-Kong, Samut Sakorn, Mae Klong, That Chin, Songkiat, Rathchaburi, Pokdum, The Seyeam Winery, Kathrin Puff, Sangiovese, Savoir-faire, Thai Wine, The Floating Market, Sameut Sahorn,  Thai Lifestyle, Estate of Hua Hin, Monsoon Valley, Chaorai Kanchanomai, Hans Hoehnen, Tropical Viticultur, Khun CHaorai, Luktupfah, suburbs of Bangkok, Chinawut Sirisompan, Master Woody, Lumpinee, Rama FOur Road, Lumpini Stadium, Region Of Khao Yai, The PB Valley, Prayut Piangbunta, Khun Prayut,  Colombard, Shiraz, Tempranillo, Cabernet, Sauvignon, PInot Nero, Chardonnay, Choc Dee, Khao Yai Parc, Heo Suwat, Danny Boyle, Chiang Mai, Northern Rose, Buddhist tradition, Mandarin Oriental, Amara Chaipraset, Thai Gastronomy, Chef Amara, Khun Am, Aep Pla, Monsoon Valley, Hua Hin, Monsoon Rosé, The May Chan Winery, Nantarat Tangvitoontham, Oolong Tea, Khun Ploy, Wantana, Khun Wan, Temprannillo, Dornfelder, Chateau de Mae Chan, Chalermchai Kositpipat, Buddha, Asian Market, ",2015,THE PRODUCTIONS,France,English,,,,,,,,,,,,,,,,,,,,
WLC000080,On The Wine Road,On The Wine Road,Australia,ACQUISITIONS,MAGAZINE,TV SERIES,VINES & VINEYARDS,1,9,,1:00:00,"Making a good wine is no longer the prerogative of France. On “The Wine Road” we discover the most beautiful wine roads and the most prestigious or unusually situated vineyards of the planet. In each episode, either François or Luna visit three to four properties in a different country each time. In this episode, Luna discovers Australian wines. ","Making a good wine is no longer the prerogative of France. On “The Wine Road” we discover the most beautiful wine roads and the most prestigious or unusually situated vineyards of the planet. In each episode, either François or Luna visit three to four properties in a different country each time. In this episode, Luna discovers Australian wines. Australian wines are certainly world famous, but few know that the country is the fourth wine exporter after Italy, France and Spain. Luna starts her journey in Adelaide when she drinks wine in several Wine bars with Josh Tuckfield, an Australian oenologist (wine master). She then visits Australian vineyards by flying over the Australian lands in a hot air balloon. ",,"Wine, France, Road, Prestigious, Vineyards, Southern Hemisphere, Adelaide, South Australia, Australia, Bicycle, Sydney, Henley Beach, Western Suburbs, Josh Tuckfield, Château Lafitte, Chardonnay, Riesling, Clear Valley, Shiraz, McLaren Vale, Sangiovese, Sagrantino, Antipasti, Bacchus Wine Bar, Wine Route, Kangaroo Island, Seal Bay Beach, Dudley Peninsula, Brodie Howard, Jeff Howard, Cabernet, The Dudley Estate, Footsteps of Brousse, Fleurieu Peninsula, Kingscote, Bay of SHoals, The Penfolds Estate, Magill Estate, Grange Hermitage, Peter Gago, Penfolds, Champagne, Winery Penfolds, Penfolds of Barossa Valley, Bins, SHiraz Grange Bin 95, Steve Lienert, Kalimna, Christopher Rawson Penfld, Petaluma Estate, The Bridgerwater Mill, Zac Ranayne, Hahndorf Venison, Adelaide Hills, Coonawarra, Merlot, Eden Valley, Barossa Valley, Prue Henschkee, Hill Of Grace, Dipel, Phylloxera, Bursaria Spinosa, Henschkee Wines, Eden Valley, North Barossa, Clare Valley, Sevenhill Cellars, Brother John May, Champagne, St Aloysius, Malbec, Red Banks, Outback, ",2015,THE PRODUCTIONS,France,English,,,,,,,,,,,,,,,,,,,,
WLC000081,On The Wine Road,On The Wine Road,New- Zealand,ACQUISITIONS,MAGAZINE,TV SERIES,VINES & VINEYARDS,1,10,,1:00:00,"Making a good wine is no longer the prerogative of France. On “The Wine Road” we discover the most beautiful wine roads and the most prestigious or unusually situated vineyards of the planet. In each episode, either François or Luna visit three to four properties in a different country each time. In this last episode, Luna travels to a far away land, all the way to New Zealand. ","Making a good wine is no longer the prerogative of France. On “The Wine Road” we discover the most beautiful wine roads and the most prestigious or unusually situated vineyards of the planet. In each episode, either François or Luna visit three to four properties in a different country each time. In this last episode, Luna travels to a far away land, all the way to New Zealand. The country is famous for its sheep farming and its rugby team but not so much for its wine. And yet, winemaking in New Zealand gaining in recognition every day. Their production started in 1973. However, thanks to the climate and some industrious people, wine production could easily thrive. Today, the produced in New Zealand is of very good quality. The number of domains has tripled in less than ten years. In her journey, Luna visits all the domains from the Northern island to the bottom of the Southern island.",,"Wine, France, Road, Prestigious, Vineyards, Southern Hemisphere, New Zealand, Islands, Archipelago, Pacific, Rebecca Gibbs, Auckland, oenologist, New Zealand Wine, Sky Tower, Sauvignon Blanc, Pinot Noir, Riesling, Waipara, Pegasus Bay, Great Britain, North America, South America,  Waiheke Island, Nick Jones, Mudbrick Estate, Mudbrick Field, Waiheke, Pinot Gris, Malbec, Coromandel Peninsula, Mudbrick, Velvet, City of sails, Auckland Harbour Bridge, Rotorua, Maori Culture, Cessna, Mount Tarawera, Tiki, Hawkes Bay, Steve Skinner, Syrah, The Riviera, Chardonnay, Sauvignon Blanc, VIognier, Rhone, Cape Kidnappers,  Hawke's Bay, Elephant Hill, Wellington,  Gastronomic, Chef Chris Green, Kiwiana, Sea Food, Paua, Martinborough oil, Greywacke, Kevin Judd, Cloudy Bay, The Marlborough Sounds, Picton, Malborough Valley, Chai, The Sereessin Estate, Colin Ross, Clive Dougall, Riesling Mementi, Anytime Wine, Sémillon, Passion, ----",2015,THE PRODUCTIONS,France,English,,,,,,,,,,,,,,,,,,,,
WLC000108,Spain On The Road,Spain On The Road,Tilting At Windmills in Castilla la Mancha,ACQUISITIONS,MAGAZINE,TV SERIES,TRAVEL & TOURISM,1,1,,1:00:00,"Gwyneth Paltrow, Spanish actress Claudia Bassols, acclaimed chef Mario Batali and New York Times food columnist Mark Bittman  embark on a road trip to give us a closer look at Spain's cuisine, wine, culture and nightlife. In this episode, they discover the region of Castilla la Mancha and travel the route of Don Quijote…","Gwyneth Paltrow, Spanish actress Claudia Bassols, acclaimed chef Mario Batali and New York Times food columnist Mark Bittman  embark on a road trip to give us a closer look at Spain's cuisine, wine, culture and nightlife. In this episode, with the boys, up early at Madrid’s fish market, the ladies lounge luxuriously eating churros and hot chocolate. Then Gwyneth and Mario cruise down to Toledo for a cooking lesson with one of Castilla la Mancha’s top chefs. Mark and Claudia travel the route of Don Quijote, tilting at windmills and learning how to make Manchego cheese. That night, the group celebrates Claudia’s birthday in style. After eating bird sushi, Mario learns that Iron Chefs don’t always have iron stomachs.","Gwyneth Paltrow, Claudia Bassols, Mario Batali and Mark Bittman ",,2008,PRINCIPAL MEDIA,USA,English,,,,,,,,,,,,,,,,,,,,
WLC000109,Spain On The Road,Spain On The Road,Pilgrimage to Galicia,ACQUISITIONS,MAGAZINE,TV SERIES,TRAVEL & TOURISM,1,2,,1:00:00,"Gwyneth Paltrow, Spanish actress Claudia Bassols, acclaimed chef Mario Batali and New York Times food columnist Mark Bittman  embark on a road trip to give us a closer look at Spain's cuisine, wine, culture and nightlife. In this episode, they head to the region of Galicia and follow the path of Camino de Santiago, a historic pilgrimage route. ","Gwyneth Paltrow, Spanish actress Claudia Bassols, acclaimed chef Mario Batali and New York Times food columnist Mark Bittman  embark on a road trip to give us a closer look at Spain's cuisine, wine, culture and nightlife.In this episode, Mark’s moods swings and insatiable appetite have the road trippers stopping often as they head north to Galicia. While in Ribera del Duero wine country, Mario grills milk-fed lamb in a vineyard. While staying at a traditional county inn, Mario’s competitive edge emerges and he and Gwyneth race Mark and Claudia on the Camino de Santiago, a historic pilgrimage route. Back at the inn, Mario and Gwyneth cook dinner while waiting for Mark and Claudia to get back.

","Gwyneth Paltrow, Claudia Bassols, Mario Batali and Mark Bittman ",,2008,PRINCIPAL MEDIA,USA,English,,,,,,,,,,,,,,,,,,,,
WLC000110,Spain On The Road,Spain On The Road,Coasting Along in Galicia,ACQUISITIONS,MAGAZINE,TV SERIES,TRAVEL & TOURISM,1,3,,1:00:00,"Gwyneth Paltrow, Spanish actress Claudia Bassols, acclaimed chef Mario Batali and New York Times food columnist Mark Bittman  embark on a road trip to give us a closer look at Spain's cuisine, wine, culture and nightlife. In this episode, they visit the Galician coast and taste its culinary specialities from the sea. ","Gwyneth Paltrow, Spanish actress Claudia Bassols, acclaimed chef Mario Batali and New York Times food columnist Mark Bittman  embark on a road trip to give us a closer look at Spain's cuisine, wine, culture and nightlife. In this episode, Gwyneth, Mario, Mark, and Claudia get down and dirty with the local mariscadoras, digging for some of the world’s best shellfish. Later Mario grills up an impromptu feast of lobsters and razor clams paired with the acclaimed Albariño wine. Next the road trippers head inland for wood-fired empanadas. After a day on the water, Mario and Claudia prepare octopus, Galician style, and wash it down with a flaming, boozy beverage.","Gwyneth Paltrow, Claudia Bassols, Mario Batali and Mark Bittman ",,2008,PRINCIPAL MEDIA,USA,English,,,,,,,,,,,,,,,,,,,,
WLC000111,Spain On The Road,Spain On The Road,"Landmarks, Legends and the Lap of Luxury",ACQUISITIONS,MAGAZINE,TV SERIES,TRAVEL & TOURISM,1,4,,1:00:00,"Gwyneth Paltrow, Spanish actress Claudia Bassols, acclaimed chef Mario Batali and New York Times food columnist Mark Bittman  embark on a road trip to give us a closer look at Spain's cuisine, wine, culture and nightlife. In this episode, they stop in the town of Bilbao, covering the sites, with the girls indulging in spa treatments and the boys get a night out.","Gwyneth Paltrow, Spanish actress Claudia Bassols, acclaimed chef Mario Batali and New York Times food columnist Mark Bittman  embark on a road trip to give us a closer look at Spain's cuisine, wine, culture and nightlife. In this episode, Gwyneth and Mario meet up with architectural legend Frank Gehry for a tour of the Bilbao Guggenheim. Meanwhile, Mark and Claudia head into the woods where they discover the ultimate grilling restaurant. The foursome reunite at the Gehry-designed Marqués de Riscal Hotel and Vineyard in Rioja wine country. Gwyneth and Claudia opt for oppulent spa treatments while Mario and Mark sneak back into Bilbao to spend a boys’night out eating and drinking. 

","Gwyneth Paltrow, Claudia Bassols, Mario Batali and Mark Bittman ",,2008,PRINCIPAL MEDIA,USA,English,,,,,,,,,,,,,,,,,,,,
WLC000112,Spain On The Road,Spain On The Road,Basking in Basque Country,ACQUISITIONS,MAGAZINE,TV SERIES,TRAVEL & TOURISM,1,5,,1:00:00,"Gwyneth Paltrow, Spanish actress Claudia Bassols, acclaimed chef Mario Batali and New York Times food columnist Mark Bittman  embark on a road trip to give us a closer look at Spain's cuisine, wine, culture and nightlife. In this episode, they travel across the Basque Country and set out for San Sebastian. ","Gwyneth Paltrow, Spanish actress Claudia Bassols, acclaimed chef Mario Batali and New York Times food columnist Mark Bittman  embark on a road trip to give us a closer look at Spain's cuisine, wine, culture and nightlife. In this episode, Gwyneth and Mario greet the day at the astonishing Marqués de Riscal Hotel with a behind the scenes vineyard tour. Feeling peckish, Mark joins Gwyneth for some vine-side grilling. Mark and Claudia set out for San Sebastián, where Claudia takes the wheel in the kitchen learning from the master, Chef Juan Mari Arzak.","Gwyneth Paltrow, Claudia Bassols, Mario Batali and Mark Bittman ",,2008,PRINCIPAL MEDIA,USA,English,,,,,,,,,,,,,,,,,,,,
WLC000113,Spain On The Road,Spain On The Road,Rockstar Surprise in Catalunya,ACQUISITIONS,MAGAZINE,TV SERIES,TRAVEL & TOURISM,1,6,,1:00:00,"Gwyneth Paltrow, Spanish actress Claudia Bassols, acclaimed chef Mario Batali and New York Times food columnist Mark Bittman  embark on a road trip to give us a closer look at Spain's cuisine, wine, culture and nightlife. In this episode, they go toward the region of Catalunya and visit Barcelona and its surroundings. ","Gwyneth Paltrow, Spanish actress Claudia Bassols, acclaimed chef Mario Batali and New York Times food columnist Mark Bittman  embark on a road trip to give us a closer look at Spain's cuisine, wine, culture and nightlife. In this episode, Claudia takes Gwyneth for a nighttime drive through her hometown of Barcelona. Gwyneth does a celebrity appearance and then the two ladies sneak off to the gourmet department to stock up on snacks for the next leg of their journey. The next morning, Mario and Gwyneth dive into Spanish bubbly in the cellars at Segura Viudas. Meanwhile, Mark and Claudia take to the seas to enjoy some of the most sought–after shellfish in the Mediterranean and later to a fish auction that has all the excitement of a Major League game. Back in wine country, Mario and Gwyneth grill a Catalan feast. Later, Mario shocks Gwyneth when they pick up an unlikely hitchhiker. That night in Barcelona, Mario and Gwyneth join friends for a rockstar dinner at the über–trendy restaurant Inopia.

","Gwyneth Paltrow, Claudia Bassols, Mario Batali and Mark Bittman ",,2008,PRINCIPAL MEDIA,USA,English,,,,,,,,,,,,,,,,,,,,
WLC000114,Spain On The Road,Spain On The Road,From the Sublime to the Surreal,ACQUISITIONS,MAGAZINE,TV SERIES,TRAVEL & TOURISM,1,7,,1:00:00,"Gwyneth Paltrow, Spanish actress Claudia Bassols, acclaimed chef Mario Batali and New York Times food columnist Mark Bittman  embark on a road trip to give us a closer look at Spain's cuisine, wine, culture and nightlife. In this episode, they carry on their trip to Catalunya by discovering the hinterland. 

","Gwyneth Paltrow, Spanish actress Claudia Bassols, acclaimed chef Mario Batali and New York Times food columnist Mark Bittman  embark on a road trip to give us a closer look at Spain's cuisine, wine, culture and nightlife. In this episode, Michael Stipe joins the road trip and cruises around Barcelona with Mario and Claudia, including a stop at the colorful La Boqueria market. Gwyneth and Mario travel outside of the city to the 3–star Michelin kitchen of Chef Carme Ruscalleda. A tour of the historic Jewish Quarter in Girona really hits home for Gwyneth. Mark and Claudia have a surreal time at the Dalí museum and then drive to culinary hot–spot Roses. Chef Rafa appeals to Mark with his minimalist style of cooking Catalunya’s finest seafood.","Gwyneth Paltrow, Claudia Bassols, Mario Batali and Mark Bittman ",,2008,PRINCIPAL MEDIA,USA,English,,,,,,,,,,,,,,,,,,,,
WLC000115,Spain On The Road,Spain On The Road,A Sultan’s View of Andalucía,ACQUISITIONS,MAGAZINE,TV SERIES,TRAVEL & TOURISM,1,8,,1:00:00,"Gwyneth Paltrow, Spanish actress Claudia Bassols, acclaimed chef Mario Batali and New York Times food columnist Mark Bittman  embark on a road trip to give us a closer look at Spain's cuisine, wine, culture and nightlife. In this episode, they visit the region of Andalucía and discover its historical heritage which is among the most astounding in the world.","Gwyneth Paltrow, Spanish actress Claudia Bassols, acclaimed chef Mario Batali and New York Times food columnist Mark Bittman  embark on a road trip to give us a closer look at Spain's cuisine, wine, culture and nightlife. In this episode, Gwyneth and Mark get a taste for Spain’s Moorish history at the majestic Alhambra, the legendary hilltop palace in Granada. Claudia joins the group for a scenic drive along the Andalucían coast and, with Mark chiming in from the back seat, the group stops for local treats along the way. Mark teaches Claudia a thing or two about Moorish architecture as they explore beautiful and historic Córdoba.


","Gwyneth Paltrow, Claudia Bassols, Mario Batali and Mark Bittman ",,2008,PRINCIPAL MEDIA,USA,English,,,,,,,,,,,,,,,,,,,,
WLC000116,Spain On The Road,Spain On The Road,Castillian Hog Heaven,ACQUISITIONS,MAGAZINE,TV SERIES,TRAVEL & TOURISM,1,9,,1:00:00,"Gwyneth Paltrow, Spanish actress Claudia Bassols, acclaimed chef Mario Batali and New York Times food columnist Mark Bittman  embark on a road trip to give us a closer look at Spain's cuisine, wine, culture and nightlife. In this episode, they explore the region of Castilla y Leon and stop in the towns of Salamanca and Segovia.","Gwyneth Paltrow, Spanish actress Claudia Bassols, acclaimed chef Mario Batali and New York Times food columnist Mark Bittman  embark on a road trip to give us a closer look at Spain's cuisine, wine, culture and nightlife.  In this episode, footloose Mark and Claudia are in hog heaven as the road trip winds through Castilla y León. Mark and Claudia hunt down a plate of incredible Jamón Ibérico in Salamanca’s Plaza Mayor. Their interest perked, they decide to head right to the source – a traditional farm that raises the famous black–footed pigs. Their porcine pilgrimage continues to Segovia where Bitty and Bassols eat like emperors in the shadow of the city’s 2,000–year–old aqueduct. Feeling a little pigged–out, Mark and Claudia return to Basque country, unearthing a medieval cathedral and sampling Vitoria’s finest tapas.","Gwyneth Paltrow, Claudia Bassols, Mario Batali and Mark Bittman ",,2008,PRINCIPAL MEDIA,USA,English,,,,,,,,,,,,,,,,,,,,
WLC000117,Spain On The Road,Spain On The Road,Gawking at Gaudí and Asturian Adventures”,ACQUISITIONS,MAGAZINE,TV SERIES,TRAVEL & TOURISM,1,10,,1:00:00,"Gwyneth Paltrow, Spanish actress Claudia Bassols, acclaimed chef Mario Batali and New York Times food columnist Mark Bittman  embark on a road trip to give us a closer look at Spain's cuisine, wine, culture and nightlife. In this episode, they set out for the region of Asturia. They discover its mountains as well as its religious history and some Asturian home cooks. ","Gwyneth Paltrow, Spanish actress Claudia Bassols, acclaimed chef Mario Batali and New York Times food columnist Mark Bittman  embark on a road trip to give us a closer look at Spain's cuisine, wine, culture and nightlife. In this episode, Claudia arranges a one–of–a–kind tour of architect Antoni Gaudí’s most famous buildings. Mark and Mario head west to the rugged region of Asturias. The boys stop in Oviedo for some local sweets before reaching the mountains. They visit the hilltop town of Covadonga for a little religious history. Further in the countryside, Mario and Mark enjoy a meal from a heartwarming Asturian home cook.

","Gwyneth Paltrow, Claudia Bassols, Mario Batali and Mark Bittman ",,2008,PRINCIPAL MEDIA,USA,English,,,,,,,,,,,,,,,,,,,,
WLC000118,Spain On The Road,Spain On The Road,Island Hopping,ACQUISITIONS,MAGAZINE,TV SERIES,TRAVEL & TOURISM,1,11,,1:00:00,"Gwyneth Paltrow, Spanish actress Claudia Bassols, acclaimed chef Mario Batali and New York Times food columnist Mark Bittman  embark on a road trip to give us a closer look at Spain's cuisine, wine, culture and nightlife. In this episode, they head incredible sites such as Mallorca, the famous Palma Cathedral and Menorca.  ","Gwyneth Paltrow, Spanish actress Claudia Bassols, acclaimed chef Mario Batali and New York Times food columnist Mark Bittman  embark on a road trip to give us a closer look at Spain's cuisine, wine, culture and nightlife. In this episode, Gwyneth and Claudia pry Mario away from the golf course long enough to enjoy some of Mallorca’s incredible sites. Mario and Claudia start the day with famous local pastries, ensaimadas, and take a seaside drive to the famous Palma Cathedral. The next day, Mario and Gwyneth share breakfast in scenic Deiá before heading to the beach to prepare a seafood grill. Later, Claudia and Mario hop over to Menorca where they and the local fishermen fire up a killer lobster stew, paired with an unlikely boozy beverage. ","Gwyneth Paltrow, Claudia Bassols, Mario Batali and Mark Bittman ",,2008,PRINCIPAL MEDIA,USA,English,,,,,,,,,,,,,,,,,,,,
WLC000119,Spain On The Road,Spain On The Road,Pure Paella,ACQUISITIONS,MAGAZINE,TV SERIES,TRAVEL & TOURISM,1,12,,1:00:00,"Gwyneth Paltrow, Spanish actress Claudia Bassols, acclaimed chef Mario Batali and New York Times food columnist Mark Bittman  embark on a road trip to give us a closer look at Spain's cuisine, wine, culture and nightlife. In this episode, they stop in Albufera, the epicentre of rice in Spain and cook a paella.

","Gwyneth Paltrow, Spanish actress Claudia Bassols, acclaimed chef Mario Batali and New York Times food columnist Mark Bittman  embark on a road trip to give us a closer look at Spain's cuisine, wine, culture and nightlife. In this episode, Gwyneth is in heaven as the road trip heads to Valencia, a paella–lover’s paradise. She regales Mario with the story of her first trip to Spain as the two share a beach–side walk and talk. Meanwhile, Mark and Claudia tour Santiago Calatrava’s futuristic City of Arts and Sciences. Gwyneth and Mario cook paella with a Zen Master in the Albufera, the epicenter of rice in Spain. The foursome is reunited over a dinner of unforgettable tapas at local favorite, Casa Montaña. Then, the final leg of the road trip heads to Madrid for a whirlwind tour of the city.","Gwyneth Paltrow, Claudia Bassols, Mario Batali and Mark Bittman ",,2008,PRINCIPAL MEDIA,USA,English,,,,,,,,,,,,,,,,,,,,
WLC000120,Spain On The Road,Spain On The Road,Madrid and the End of the Road,ACQUISITIONS,MAGAZINE,TV SERIES,TRAVEL & TOURISM,1,13,,1:00:00,"Gwyneth Paltrow, Spanish actress Claudia Bassols, acclaimed chef Mario Batali and New York Times food columnist Mark Bittman  embark on a road trip to give us a closer look at Spain's cuisine, wine, culture and nightlife. In this episode, their road comes to an end in Madrid where it all ends messily. 

","Gwyneth Paltrow, Spanish actress Claudia Bassols, acclaimed chef Mario Batali and New York Times food columnist Mark Bittman  embark on a road trip to give us a closer look at Spain's cuisine, wine, culture and nightlife. In this episode, Mario, Gwyneth, Mark and Claudia end their epic road trip in Madrid. They have a full plate of activities lined up: lunch with the world’s most famous chef, an architectural tour of modern Madrid with a few palaces and some history thrown in, a quick appearance at a Real Madrid soccer match, madrileño nightlife and cocido madrileño, a delectable hangover cure. The series concludes with a no holds barred, road trip–team vs. road–trip team kitchen battle.","Gwyneth Paltrow, Claudia Bassols, Mario Batali and Mark Bittman ",,2008,PRINCIPAL MEDIA,USA,English,,,,,,,,,,,,,,,,,,,,
WLC000128,Mix,Mix,L.A. (Los Angeles),ACQUISITIONS,MAGAZINE,TV SERIES,LIFESTYLE,1,1,,1:00:00,"Host Tamee Harrison takes viewers behind the bars of the most popular restaurants and nightclubs in Los Angeles California.  Tamee and master mixologists mix up one-of-a-kind drinks and talk about the current cocktail culture. In this episode, let’s discover the bars of Los Angeles’ top Mixology hot spots.","Host Tamee Harrison takes viewers on a behind the bars of Los Angeles’ top Mixology
hot spots. In this 1 hour tour, Tamee visits the Retro Mexican “CINCO” in Playa Del
Rey. The private bar at the members only club “41 OCEAN” in Santa Monica. The
towns first working distillery since prohibition “THE GREENBAR COLLECTIVE” in
downtown LA. The to road house inspired “VILLAINS TAVERN” in LA’s Arts District.
The historic “WRITER’S ROOM” in the heart of Hollywood and finally the rooftop bar at
the “W HOTEL” in Hollywood where Tamee mixes cocktails and chats with celebrity
photographer Timothy White.
",Tamee Harrison,"Tamee Harrison, Bars, Restaurant, Nightclubs, Los Angeles, California, Cocktail Culture, Retro Mexicano, Cinco, Playa Del Rey, Club, 41 Ocean, Santa Monica, Distillery, The Greenbar Collective, Villains Tavern, LA's, Arts District, Writer's Room, Hollywood, Rooftop, W Hotel, Timothy White, ",2017,PRINCIPAL MEDIA,USA,English,,,,4K,,,,,,,,,,,,,,,,
